objectArea,channel1_MeanIntensity,channel2_MeanIntensity,channel1_MeanBackgroundIntensity,channel2_MeanBackgroundIntensity,channel1_IntegratedIntensityAboveBackground,channel2_IntegratedIntensityAboveBackground,ratio_1_over_2,xPosition,yPosition,FileName,Condition
355,99.6322,46.4456,0.0197,0.036,35362.4228,16475.406,2.1464,1548.769,1726.9915,RY6_113,RY6
129,95.7127,27.2854,0.0197,0.036,12344.3934,3515.1724,3.5117,1680,207,RY6_113,RY6
359,32.9066,16.2081,0.0252,0.0413,11804.4142,5803.8972,2.0339,292.7994,1824.1086,RY6_114,RY6
519,92.7678,34.8236,0.0252,0.0413,48133.4174,18051.9942,2.6664,759.7842,839.9942,RY6_114,RY6
657,51.861,21.928,0.0252,0.0413,34056.1317,14379.5853,2.3684,1893.8295,1288.6286,RY6_114,RY6
167,75.6443,37.8234,0.0161,0.0293,12629.9066,6311.6079,2.0011,532.4731,1929.5988,RY6_115,RY6
241,100.1962,35.0333,0.0161,0.0293,24143.3992,8435.9601,2.862,1187.971,720.4979,RY6_115,RY6
688,188.1338,75.6364,0.0161,0.0293,129424.9388,52017.6444,2.4881,1483.3692,1161.9012,RY6_115,RY6
539,90.5168,41.8743,0.0161,0.0293,48779.8844,22554.4377,2.1628,1523.5826,1699.2393,RY6_115,RY6
391,84.3648,28.3206,0.0169,0.0302,32980.0283,11061.5607,2.9815,212.4834,392.7391,RY6_116,RY6
762,102.0397,34.1932,0.0169,0.0302,77741.3706,26032.2167,2.9864,871.748,439.0735,RY6_116,RY6
373,133.0859,69.7008,0.0169,0.0302,49634.7349,25987.1368,1.91,1789.1019,1608.7989,RY6_116,RY6
210,177.9532,61.75,3.7157,1.6843,36589.8713,12613.7923,2.9008,555.5381,471.6571,RY6_117,RY6
242,193.9187,74.1804,3.7157,1.6843,46029.1145,17544.0385,2.6236,778.9669,914.0041,RY6_117,RY6
255,178.8083,69.2908,3.7157,1.6843,44648.6092,17239.655,2.5899,900.9804,1005.902,RY6_117,RY6
279,182.1642,78.2588,3.7157,1.6843,49787.1252,21364.2677,2.3304,937.5341,1312.8315,RY6_117,RY6
252,188.213,74.8725,3.7157,1.6843,46493.3188,18443.4185,2.5209,970.0556,1069.5119,RY6_117,RY6
105,155.9901,80.0004,3.7157,1.6843,15988.8075,8223.1903,1.9444,1041.9905,1391.4476,RY6_117,RY6
288,161.2919,66.0878,3.7157,1.6843,45381.9413,18548.1919,2.4467,1048.2326,1233.7569,RY6_117,RY6
746,123.025,60.3479,0.0191,0.0361,91762.4602,44992.5723,2.0395,481.9651,1807.8646,RY6_119,RY6
497,96.8212,44.5665,0.0191,0.0361,48110.674,22131.5735,2.1738,1494.3944,1803.4326,RY6_119,RY6
368,129.0693,46.643,0.0191,0.0361,47490.4809,17151.3127,2.7689,1794.8668,766,RY6_119,RY6
227,25.5889,11.4327,0.0248,0.0367,5803.0577,2586.8967,2.2433,492.9692,1062.163,RY6_120,RY6
602,196.8831,71.8926,0.0248,0.0367,118508.7154,43257.2374,2.7396,617.4684,756.2757,RY6_120,RY6
641,32.073,14.3079,0.0248,0.0367,20542.8709,9147.8635,2.2456,1210.9641,1427.259,RY6_120,RY6
363,78.0145,33.0648,0.0245,0.035,28310.362,11989.8022,2.3612,307.2397,1476.1322,RY6_121,RY6
205,54.2245,24.5534,0.0245,0.035,11110.989,5026.262,2.2106,366.1415,1701,RY6_121,RY6
585,89.0936,36.7413,0.0245,0.035,52105.3968,21473.1629,2.4265,435.2923,1288.7094,RY6_121,RY6
99,63.7937,21.2094,0.0245,0.035,6313.1443,2096.2618,3.0116,1143.3232,299.6768,RY6_121,RY6
361,68.4214,30.5261,0.0245,0.035,24691.261,11007.2809,2.2432,1715.5457,1105.9584,RY6_121,RY6
421,98.0596,36.5301,0.0219,0.0368,41273.8612,15363.6785,2.6865,235.6271,821.4679,RY6_122,RY6
465,48.6028,21.9883,0.0219,0.0368,22590.0956,10207.4857,2.2131,413.9269,1665.2409,RY6_122,RY6
472,47.77,21.5375,0.0219,0.0368,22537.1029,10148.3634,2.2208,714.7669,1682.8623,RY6_122,RY6
246,43.1953,14.3303,0.0219,0.0368,10620.6559,3516.2122,3.0205,1460.5447,462.5,RY6_122,RY6
397,64.3896,27.028,0.0332,0.0425,25549.5256,10713.2341,2.3849,426.461,1347.864,RY6_123,RY6
445,53.1612,24.2157,0.0332,0.0425,23641.9584,10757.0679,2.1978,1107.6315,1794.1169,RY6_123,RY6
391,71.3483,28.6485,0.0332,0.0425,27884.2312,11184.9278,2.493,1237.9437,1259.0997,RY6_123,RY6
348,77.3568,23.9586,0.0332,0.0425,26908.6231,8322.8117,3.2331,1262.0144,301.9684,RY6_123,RY6
171,26.8032,9.4257,0.0565,0.0551,4573.6901,1602.3795,2.8543,347.6901,163.3977,RY7_124,RY7
334,27.7225,11.0156,0.0565,0.0551,9240.4282,3660.8016,2.5242,410.5329,611.2275,RY7_124,RY7
291,20.7004,11.5264,0.0565,0.0551,6007.3673,3338.1517,1.7996,678.0447,1017.0275,RY7_124,RY7
228,16.7046,16.0629,0.0565,0.0551,3795.758,3649.7839,1.04,715.9035,1577.5263,RY7_124,RY7
312,19.8293,9.6049,0.0565,0.0551,6169.113,2979.5509,2.0705,765.7724,1128.359,RY7_124,RY7
277,20.8033,9.9809,0.0565,0.0551,5746.8601,2749.4561,2.0902,1159.0542,1464.0253,RY7_124,RY7
116,16.2906,12.5331,0.0565,0.0551,1883.1566,1447.4461,1.301,1428.5948,1184.5172,RY7_124,RY7
465,47.2252,24.6303,0.05,0.052,21936.4615,11428.8908,1.9194,333.5505,1536.2366,RY7_125,RY7
416,59.1797,37.5676,0.05,0.052,24597.9292,15606.4887,1.5761,346.2524,1056.3365,RY7_125,RY7
150,31.5011,31.1105,0.05,0.052,4717.6586,4658.7736,1.0126,900.22,1452.7133,RY7_125,RY7
194,47.0432,22.4677,0.05,0.052,9116.6703,4348.6309,2.0964,1530.2216,1498.5361,RY7_125,RY7
210,40.26,19.0709,0.05,0.052,8444.0844,3993.9639,2.1142,1658.5,1365.5,RY7_125,RY7
184,31.5154,20.2365,0.05,0.052,5789.6356,3713.9446,1.5589,1751.3043,418.9837,RY7_125,RY7
477,42.9727,18.927,0.0732,0.0629,20463.0346,8998.2055,2.2741,159.7715,300.2055,RY7_126,RY7
265,28.338,14.6358,0.0732,0.0629,7490.1559,3861.8259,1.9395,756.8075,1175.9623,RY7_126,RY7
358,30.5521,15.7178,0.0732,0.0629,10911.4237,5604.4812,1.9469,950.5559,1275.6732,RY7_126,RY7
240,26.9545,15.0695,0.0732,0.0629,6451.4962,3601.6037,1.7913,1116.8167,1902.6375,RY7_126,RY7
341,27.0896,12.1704,0.0732,0.0629,9212.5965,4128.68,2.2314,1146.1584,1136.2669,RY7_126,RY7
287,13.8576,11.4668,0.1543,0.0955,3932.8455,3263.5578,1.2051,522.6864,1316.9861,RY7_127,RY7
227,16.7412,10.0699,0.1543,0.0955,3765.2238,2264.1834,1.663,926.1982,1816.7533,RY7_127,RY7
104,18.7763,6.5121,0.1543,0.0955,1936.6867,667.3237,2.9022,1297.5,334.5,RY7_127,RY7
245,18.9158,7.3716,0.1543,0.0955,4596.5667,1782.6313,2.5785,1318.5061,329.4612,RY7_127,RY7
156,13.7863,7.0242,0.1543,0.0955,2126.5995,1080.8793,1.9675,1373.0064,1839.2628,RY7_127,RY7
81,19.6683,6.9169,0.1543,0.0955,1580.6359,552.5323,2.8607,1588,178,RY7_127,RY7
297,26.1162,8.3264,0.1543,0.0955,7710.6772,2444.5641,3.1542,1758.6633,50.5556,RY7_127,RY7
302,27.3078,13.1949,0.0683,0.0642,8226.3203,3965.46,2.0745,531.9669,1613.1325,RY7_128,RY7
267,44.4901,23.2918,0.0683,0.0642,11860.6272,6201.7814,1.9125,591.4906,1183.0337,RY7_128,RY7
367,27.2997,13.7798,0.0683,0.0642,9993.9109,5033.6252,1.9854,792.7847,1780.0681,RY7_128,RY7
319,44.2471,15.6949,0.0683,0.0642,14093.0205,4986.1953,2.8264,1259.6583,158.2978,RY7_128,RY7
386,27.2182,14.1518,0.0683,0.0642,10479.8462,5437.8357,1.9272,1513.8187,1542.101,RY7_128,RY7
251,42.5519,19.2226,0.2255,0.1594,10623.9289,4784.8553,2.2203,273.4104,1089.6892,RY7_129,RY7
234,37.4652,18.2419,0.2255,0.1594,8714.099,4231.2847,2.0594,1058.4487,1632.453,RY7_129,RY7
452,48.289,20.6572,0.2255,0.1594,21724.7159,9264.9854,2.3448,1090.0243,854.7655,RY7_129,RY7
239,46.1198,17.8004,0.2255,0.1594,10968.7412,4216.1929,2.6016,1245.2887,568.159,RY7_129,RY7
267,42.0813,20.0504,0.2255,0.1594,11175.4993,5310.8978,2.1043,1544.8165,1279.4045,RY7_129,RY7
189,43.407,17.7666,0.2255,0.1594,8161.3015,3327.7615,2.4525,1973.2011,914.0741,RY7_129,RY7
676,49.6944,20.2705,0.041,0.0503,33565.6961,13668.841,2.4556,589.7766,731.9379,RY8_138,RY8
325,27.275,11.0424,0.041,0.0503,8851.0353,3572.437,2.4776,875.4923,767.6431,RY8_138,RY8
307,27.7325,11.3663,0.041,0.0503,8501.2627,3474.0101,2.4471,1043.6384,1048.2573,RY8_138,RY8
175,15.8929,10.7034,0.041,0.0503,2774.0672,1864.2891,1.488,1453.0286,1469.4914,RY8_138,RY8
298,41.6537,15.0931,0.0454,0.0453,12399.2853,4484.2498,2.7651,89.2114,655.2282,RY8_139,RY8
272,40.2434,16.3599,0.0454,0.0453,10933.85,4437.5687,2.4639,545.9963,1069.9743,RY8_139,RY8
309,55.9412,17.7393,0.0454,0.0453,17271.8121,5467.4399,3.159,1412.589,219.3625,RY8_139,RY8
346,84.0682,36.6811,0.0454,0.0453,29071.8897,12675.9983,2.2935,1844.9624,904.6214,RY8_139,RY8
403,49.4612,21.4131,0.0454,0.0453,19914.5817,8611.2014,2.3126,1927.0794,1304.6973,RY8_139,RY8
349,39.9417,19.7655,0.0531,0.0478,13921.1193,6881.475,2.023,468.4183,359.9312,RY8_140,RY8
415,32.6517,14.4296,0.0531,0.0478,13528.4175,5968.4613,2.2667,813.2916,1398.5711,RY8_140,RY8
315,38.0922,18.7599,0.0531,0.0478,11982.3005,5894.3266,2.0329,1545.4413,1467.6159,RY8_140,RY8
462,78.0621,24.1184,0.0531,0.0478,36040.12,11120.5958,3.2408,1772.5801,236.5693,RY8_140,RY8
496,140.5395,65.8279,0.0425,0.0518,69686.5302,32624.9697,2.136,331.9073,1458.3831,RY8_141,RY8
263,91.5003,41.5505,0.0425,0.0518,24053.4082,10914.1799,2.2039,369.251,911.0532,RY8_141,RY8
237,122.0227,38.2078,0.0425,0.0518,28909.3111,9042.9831,3.1969,399.8692,34.2194,RY8_141,RY8
174,83.7195,33.882,0.0425,0.0518,14559.8008,5886.4585,2.4734,883.7126,1109.1897,RY8_141,RY8
183,82.0502,38.1161,0.0425,0.0518,15007.4081,6965.7677,2.1545,1032.5082,1656.4699,RY8_141,RY8
312,126.2254,42.435,0.0425,0.0518,39369.0533,13223.581,2.9772,1084.0609,420.6923,RY8_141,RY8
376,69.1659,29.7799,0.0447,0.0411,25989.5539,11181.7592,2.3243,111.0878,1075.9894,RY8_143,RY8
247,78.5403,30.5886,0.0447,0.0411,19388.4188,7545.2305,2.5696,110.0283,627.0526,RY8_143,RY8
136,64.9072,31.7031,0.0447,0.0411,8821.3017,4306.0279,2.0486,261.5,1675.5,RY8_143,RY8
187,63.3978,31.5353,0.0447,0.0411,11847.0324,5889.4055,2.0116,317.4599,1777.492,RY8_143,RY8
111,84.4236,26.7375,0.0447,0.0411,9366.0563,2963.2904,3.1607,1091.3423,261.1802,RY8_143,RY8
368,89.1109,31.016,0.0447,0.0411,32776.3607,11398.7374,2.8754,1175.4674,372.5109,RY8_143,RY8
262,75.4274,29.0557,0.0447,0.0411,19750.2774,7601.8145,2.5981,1567.0305,751.0038,RY8_143,RY8
81,61.0922,51.3126,0.0447,0.0411,4944.8461,4152.9901,1.1907,1856,1705,RY8_143,RY8
254,27.9363,12.4793,0.0543,0.0542,7082.029,3155.9733,2.244,272.1063,1330.311,RY8_144,RY8
302,30.1747,15.5682,0.0543,0.0542,9096.3819,4685.2195,1.9415,405.1656,1903.6424,RY8_144,RY8
345,35.8798,13.463,0.0543,0.0542,12359.8143,4626.0351,2.6718,438.6841,754.229,RY8_144,RY8
179,36.3686,11.7642,0.0543,0.0542,6500.2723,2096.0948,3.1011,500.9888,229.1788,RY8_144,RY8
336,45.942,17.1347,0.0543,0.0542,15418.2714,5739.0545,2.6866,622.3571,564.1756,RY8_144,RY8
298,33.1163,16.8183,0.0543,0.0542,9852.4961,4995.6986,1.9722,1550.5067,1652.557,RY8_144,RY8
